i386|universe|libplayer-bin|libplayer-testvdr,libplayer-test
all|universe|txt2regex|txt2regex
i386|universe|parchive|parchive
i386|main|kget|kget
i386|universe|batmand|batmand
i386|universe|uwsgi-plugin-nagios|uwsgi_nagios,uwsgi
i386|universe|gmult|gmult
i386|universe|sffview|sffview
i386|main|bacula-console|bacula-console,bconsole
i386|universe|codeblocks|codeblocks,cb_console_runner,cb_share_config
i386|universe|bacula-console-qt|bat
i386|universe|libomxil-bellagio-bin|omxregister-bellagio
i386|universe|srptools|ibsrpdm,srp_daemon
i386|universe|amule-utils|cas,alcc,ed2k,amulecmd
i386|universe|esvn|esvn,esvn-diff-wrapper
all|main|apport-retrace|dupdb-admin,apport-retrace
all|universe|osc|osc
all|universe|perlsgml|dtdview,stripsgml,dtdtree,dtd2html,dtddiff
i386|universe|libpam-tmpdir|pam-tmpdir-helper
i386|universe|qingy|qingy
all|universe|avahi-discover|avahi-discover
all|universe|emboss-explorer|acdcheck,mkstatic
i386|universe|brewtarget|brewtarget
all|universe|tegaki-recognize|tegaki-recognize
i386|universe|gnokii-smsd|smsd
i386|main|konqueror-nsplugins|nspluginviewer,nspluginscan
i386|universe|webkit-image-gtk|webkit-image,webkit-image-gtk
all|universe|libconfig-model-itself-perl|config-model-edit
i386|universe|quassel-qt4|quassel
i386|universe|freedroidrpg|freedroidRPG
i386|main|plasma-netbook|plasma-netbook
all|universe|dtdinst|dtdinst
i386|universe|kakasi|wx2_conv,rdic_conv,atoc_conv,mkkanwa,kakasi
i386|universe|rtpproxy|rtpproxy
i386|universe|osirismd|osirismd
all|universe|dpsyco-patch|update-dpsyco-patch,update-dpsyco-users-patch
all|universe|vcheck|vcheck
i386|universe|sensible-mda|sensible-mda
i386|universe|drizzle-client|drizzleslap,drizzleadmin,drizzleimport,drizzle,drizzledump
i386|universe|e2fsck-static|e2fsck.static
i386|main|texlive-binaries|allcm,ps2pk,patgen,mktexlsr,tftopl,mft,pktype,ctie,kpsestat,pdfclose,ttf2afm,fmtutil,dvips,dvipdfm,disdvi,mf-nowin,outocp,opl2ofm,tangle,makeindex,mkindex,mkofm,dvitodvi,gftodvi,bibtex8,rubibtex,dvired,gsftopk,texlinks,dvipdfmx,dvipos,dv2dt,ebb,allneeded,ps2frag,texconfig-sys,mkocp,texconfig-dialog,updmap-sys,dvicopy,ovp2ovf,xetex,pooltype,pktogf,mpost,ttfdump,mktexfmt,omfonts,afm2pl,texconfig,rumakeindex,dvibook,dvihp,odvitype,pk2bm,ttf2tfm,xdvipdfmx,dvilj6,dviselect,dvitype,otangle,dvi2tty,cweave,ovf2ovp,afm2tfm,fontinst,xdvi.bin,xdvi,pslatex,kpsewhich,dt2dv,dvilj4l,devnag,pdfetex,bibtex.original,ttf2pk,updmap,kpsepath,pltotf,detex,dvipdft,dvitomp,mktextfm,aleph,vftovp,tex,mf,otp2ocp,pdftosrc,ofm2opl,fmtutil-sys,kpsetool,teckit_compile,dviconcat,synctex,dvi2fax,ctangle,allec,gftype,etex,mktexpk,kpseaccess,vlna,kpsexpand,xdvi-xaw,tie,pdftex,kpsereadlink,dvilj2p,vptovf,dvilj4,tcdialog,gftopk,mag,pfb2pfa,pdfopen,weave,texhash,dvilj,tpic2pdftex,extractbb,bibtex,odvicopy,mktexmf,kpsewhere
all|universe|science-neuroscience-modeling|science-neuroscience-modeling
i386|universe|wraplinux|wraplinux
i386|universe|katoob|katoob
i386|universe|jack-stdio|jack-stdin,jack-stdout
i386|universe|spawn-fcgi|spawn-fcgi,spawn-fcgi.standalone
all|universe|gozerbot|gozerbot,gozerbot-stop,gozerbot-install,gozerbot-upgrade,gozerbot-udp,gozerbot-start,gozerbot-init
i386|universe|pgn2web|pgn2web,p2wgui
i386|universe|ziproxy|ziproxylogtool,ziproxy
i386|main|logrotate|logrotate
i386|universe|sagcad|sagcad
i386|universe|lxterminal|x-terminal-emulator,lxterminal
i386|universe|eleeye|eleeye_engine
i386|universe|ntfsprogs|ntfsresize,ntfsundelete,ntfscluster,mount.ntfs-fuse,mkfs.ntfs,ntfsfix,ntfscp,ntfslabel,ntfsmount,ntfscat,ntfsclone,mkntfs,ntfscmp,ntfsls,ntfsinfo
i386|main|nautilus-sendto|nautilus-sendto
i386|universe|xfmpc|xfmpc
i386|universe|png2html|png2html
all|universe|episoder|episoder
i386|universe|gtkhash|gtkhash
i386|universe|dvbtune|dvbtune,xml2vdr
i386|universe|mathomatic-primes|primorial,matho-primes,matho-sumsq,matho-mult,matho-pascal,matho-sum
all|universe|ovsdbmonitor|ovsdbmonitor
i386|main|gnome-font-viewer|gnome-font-viewer,gnome-thumbnail-font
all|universe|torrentflux|btshowmetainfo.torrentflux,btmakemetafile.torrentflux,tfQManager.torrentflux,btphptornado.torrentflux
i386|universe|libpam-barada|barada-add
i386|universe|xfce4-settings|xfsettingsd,xfce4-mouse-settings,xfce4-appearance-settings,xfce4-settings-helper,xfce4-accessibility-settings,xfce4-display-settings,xfce4-settings-editor,xfce4-settings-manager,xfce4-keyboard-settings
i386|universe|krb5-telnetd|telnetd
i386|universe|multitee|multitee
all|universe|hibernate|hibernate-ram,hibernate,hibernate-disk
i386|universe|gnome-dictionary|gnome-dictionary
i386|universe|lwatch|lwatch
i386|universe|librra-tools|rra-subscribe,rra-task-from-vtodo,rra-task-to-vtodo,rra-get-data,rra-timezone,rra-appointment-to-vevent,rra-decode,rra-get-types,rra-appointment-from-vevent,rra-get-recurring-appointments,rra-get-ids,rra-delete,rra-contact-from-vcard,rra-contact-to-vcard,rra-put-data,synce-matchmaker
i386|universe|br2684ctl|br2684ctl
i386|universe|ipgrab|ipgrab
all|universe|pdfjam|pdfpun,pdfnup,pdfjam-slides6up,pdfbook,pdfflip,pdfjoin,pdfjam,pdf90,pdfjam-slides3up,pdf180,pdfjam-pocketmod,pdf270
i386|main|luatex|texluac,texlua,luatex
i386|main|cryptsetup|luksformat,cryptsetup,cryptdisks_start,cryptdisks_stop
all|universe|kcachegrind-converters|op2calltree,dprof2calltree,memprof2calltree,hotshot2calltree,pprof2calltree
i386|main|libgtk2.0-bin|gtk-update-icon-cache,gtk-query-immodules-2.0,update-icon-caches
i386|universe|geographiclib-tools|GeoConvert,GeoidEval,CartConvert,Geod,geographiclib-datasets-download
i386|main|ktuberling|ktuberling
i386|universe|kitsune|kitsune
i386|universe|rosegarden|rosegarden
i386|universe|choosewm|x-session-manager,choosewm
i386|universe|bluez-hcidump|hcidump
all|universe|phoronix-test-suite|phoronix-test-suite
i386|universe|mp3rename|mp3rename
i386|universe|inteltool|inteltool
i386|universe|zoo|fiz,zoo
i386|universe|spamoracle|spamoracle
i386|universe|buffer|buffer
all|main|debhelper|dh_installexamples,dh_prep,dh_installdeb,dh_installchangelogs,dh_gencontrol,dh_builddeb,dh_installudev,dh_fixperms,dh_installinit,dh_testroot,dh_clean,dh_strip,dh_installmime,dh_installmodules,dh_installcron,dh_movefiles,dh_makeshlibs,dh_installxfonts,dh_md5sums,dh_installlogrotate,dh_installmanpages,dh_installdirs,dh_auto_configure,dh_perl,dh_installman,dh_listpackages,dh_compress,dh_installmenu,dh_install,dh_icons,dh_installifupdown,dh_auto_install,dh,dh_gconf,dh_auto_clean,dh_auto_build,dh_installpam,dh_undocumented,dh_lintian,dh_apparmor,dh_installdocs,dh_installwm,dh_installppp,dh_installcatalogs,dh_shlibdeps,dh_installgsettings,dh_installlogcheck,dh_installemacsen,dh_testdir,dh_auto_test,dh_desktop,dh_suidregister,dh_link,dh_usrlocal,dh_ucf,dh_python,dh_scrollkeeper,dh_installdebconf,dh_bugfiles,dh_installinfo
all|universe|prover9-mace4|prover9-mace4
i386|universe|vobcopy|vobcopy
i386|universe|ganglia-monitor|gstat,gmond,gmetric
i386|universe|incron|incrond,incrontab
i386|universe|ns2|nstk,ns,nse
all|universe|pcp-import-sheet2pcp|sheet2pcp
i386|universe|clamfs|clamfs
i386|universe|ggobi|ggobi
i386|universe|oftc-hybrid-respond|respond
all|universe|rsnapshot|rsnapshot-diff,rsnapshot
i386|universe|pimd|pimd
i386|universe|sdop|sdop
i386|universe|dbeacon|dbeacon
i386|universe|nrss|nrss
i386|universe|celestia-glut|celestia,celestia-glut
i386|universe|getdp-sparskit|getdp-sparskit
all|universe|service-discovery-applet|service-discovery-config,service-discovery-applet
all|universe|yagtd|yagtd
i386|universe|aubio-tools|aubiopitch,aubionotes,aubioonset,aubiocut,aubiotrack
i386|universe|pcregrep|pcregrep,zpcregrep
all|universe|debget|debget,debget-madison
i386|universe|paw++|paw++
all|universe|photon|photon
i386|universe|plasma-mobile|plasma-mobile
i386|universe|xacobeo|xacobeo
i386|universe|toga2|toga2
i386|universe|cyrus-replication-2.4|cyr_synclog,sync_client,sync_reset
i386|universe|flvtool2|flvtool2
i386|main|xfpt|xfpt
i386|universe|dpm-client|dpm-modifyfs,dpm-getspacetokens,dpns-rmgrpmap,rfstat,dpm-qryconf,dpm-rmpool,rfcat,dpm-modifypool,rfmkdir,dpm-getspacemd,dpns-modifygrpmap,dpns-getacl,dpm-updatespace,dpns-chmod,dpm-addfs,rfdir,dpns-listgrpmap,dpns-enterusrmap,dpns-ln,dpns-ls,dpns-listusrmap,dpns-chown,dpns-setacl,dpm-replicate,dpns-entergrpmap,dpm-addpool,dpns-mkdir,dpns-ping,rfchmod,rfrm,dpm-register,rfdf,rfrename,dpns-rename,dpm-releasespace,dpm-ping,dpns-modifyusrmap,dpm-reservespace,dpm-drain,rfcp,dpns-rmusrmap,dpns-rm,dpm-rmfs,dpns-chgrp
all|universe|yorick-spydr|spydr
i386|universe|ascii|ascii
i386|universe|gfan|gfan_stats,gfan_tropicalmultiplicity,gfan_tropicallifting,gfan_render,gfan,gfan_substitute,gfan_homogenize,gfan_topolyhedralfan,gfan_tolatex,gfan_tropicalstartingcone,gfan_tropicalintersection,gfan_initialforms,gfan_tropicalbruteforce,gfan_polynomialsetunion,gfan_saturation,gfan_ismarkedgroebnerbasis,gfan_renderstaircase,gfan_homogeneityspace,gfan_buchberger,gfan_tropicaltraverse,gfan_leadingterms,gfan_doesidealcontain,gfan_interactive,gfan_groebnercone,gfan_markpolynomialset,gfan_krulldimension,gfan_tropicalbasis
i386|main|hostname|ypdomainname,hostname,dnsdomainname,nisdomainname,domainname
i386|main|gparted|gpartedbin,gparted,gparted-pkexec
all|universe|dmedia-importer|dmedia-cli,dmedia-import
i386|universe|xburst-tools|xbboot,usbboot
i386|universe|krecipes|krecipes
all|universe|compizconfig-settings-manager|ccsm
all|universe|dpkg-ruby|dpkg-ruby,dpkg-checkdeps
i386|universe|prips|prips
i386|universe|libjasper-runtime|jiv,imgcmp,imginfo,jasper
all|universe|mono-2.0-service|mono-service2
i386|universe|icmpush|icmpush
i386|main|kmplot|kmplot
all|universe|planets|planets
i386|universe|ekg2-remote|ekg2-remote
i386|universe|libgss-dev|gss
all|main|oem-config-gtk|oem-config-remove-gtk
i386|universe|pente|pente
i386|universe|postal|postal,bhm,rabid,postal-list
i386|multiverse|tremulous|tremulous
i386|universe|qprint|qprint
all|universe|dpsyco-cfengine|update-dpsyco-cfengine
i386|universe|sleepenh|sleepenh
i386|universe|iftop|iftop
all|universe|pyragua|pyragua
all|universe|shutter|shutter
i386|universe|watch-maildirs|inputkill,watch_maildirs
i386|main|grub|grub-set-default,grub-md5-crypt,mkbimage,grub,grub-reboot,mbchk,grub-install,kernel-helper,grub-terminfo,grub-floppy,update-grub
i386|universe|grun|grun
i386|universe|flexloader|flexloader
i386|universe|tucnak2|tucnak2,tucnak,soundwrapper
i386|main|libwmf-bin|wmf2fig,wmf2x,wmf2svg,wmf2eps,wmf2gd
all|universe|codeville|cdvserver,cdv,cdv-agent,cdvpasswd,cdvupgrade
i386|universe|utouch-evemu-tools|evemu-describe,evemu-device,evemu-play,evemu-record
all|universe|python-stdeb|pypi-install,py2dsc
i386|main|pcmciautils|pccardctl,lspcmcia
all|universe|gnome-osd|gnome-osd-properties,gnome-osd-event-bridge,gnome-osd-client
i386|universe|qrq|qrq,qrqscore
all|universe|slang-tess|tessrun
i386|universe|codeblocks-contrib|codesnippets
i386|universe|sudoku|sudoku
i386|main|kompare|kompare
i386|universe|amqp-tools|amqp-consume,amqp-declare-queue,amqp-get,amqp-delete-queue,amqp-publish
all|universe|fex-utils|zz,ezz,sexsend,fexget,xx,sexget,sexxx,fexsend
i386|universe|sbrshd|sbrshd
i386|universe|sphinxsearch|spelldump,search,indextool,indexer,searchd
i386|universe|libroar-compat1|roarify
all|universe|jargon|jargon
all|universe|cream|editor,cream
i386|universe|monit|monit
i386|universe|cvsd|cvsd,cvsd-buildroot,cvsd-buginfo,cvsd-passwd
i386|main|kdesdk-misc|kstartperf
i386|universe|xnec2c|xnec2c
i386|universe|subcommander|subcommander,submerge
i386|universe|gyrus|gyrus
i386|universe|monkey-bubble|monkey-srv,monkey-bubble
all|universe|screenkey|screenkey
i386|universe|scm|scm
i386|universe|calife|calife
i386|universe|etherwake|etherwake
i386|universe|fractgen|fractgen
i386|universe|btscanner|btscanner
i386|universe|sympa|sympa,archived,task_manager,alias_manager,sympa_wizard,bounced
i386|universe|gfortran-arm-linux-gnueabihf|arm-linux-gnueabihf-gfortran
all|universe|sqlfairy|sqlt-diff,sqlt,sqlt-dumper,sqlt-graph,sqlt-diagram,sqlt-diff-old
i386|universe|paje.app|Paje
all|universe|backintime-gnome|backintime-gnome
i386|universe|rc|rc
i386|universe|gosmore|gosmore
i386|main|gfortran|f95,i686-linux-gnu-gfortran,gfortran
i386|universe|sane|xscanimage,xcam,scanadf
i386|universe|cryptkeeper|cryptkeeper
i386|universe|rng-tools|rngtest,rngd
i386|universe|quadrapassel|quadrapassel
all|universe|netscript-2.4|netscript-compile,ifup,netscript,ifdown
i386|universe|avr-evtd|avr-evtd
i386|main|usb-modeswitch|usb_modeswitch,usb_modeswitch_dispatcher
i386|multiverse|tiemu|tiemu
all|universe|hamexam|hamexam
i386|universe|sidplay|sidplay2
i386|universe|plink|p-link
i386|universe|xawtv-tools|record,showriff,propwatch,dump-mixers
i386|universe|s3270|s3270
all|universe|page-crunch|page-crunch
i386|universe|tuxpaint|tuxpaint,tuxpaint-import
all|universe|cipux-rpc-tools|cipux_rpc_list,cipux_rpc_test_client,cipux_mkcertkey
i386|universe|innfeed|innfeed,startinnfeed
i386|universe|xbattbar|xbattbar
i386|universe|rdnssd|rdnssd
i386|universe|xfce4-places-plugin|xfce4-popup-places
i386|universe|gnuminishogi|gnuminishogi
i386|universe|knocker|knocker
i386|universe|lcrt|lcrt
i386|universe|xmms2-scrobbler|xmms2-scrobbler
i386|universe|cyrus-imspd|cyrus-imspd
i386|universe|ezstream|ezstream,ezstream-file
i386|universe|courier-ldap|courierldapaliasd
i386|main|xauth|xauth
i386|universe|helium|helium,texthint,lvmrun
i386|universe|hugs|hsc2hs-hugs,ffihugs,runhugs,cpphs-hugs,hugs
i386|universe|nexuiz|nexuiz
i386|main|unixodbc|isql,iusql
i386|main|libapr1-dev|apr-config,apr-1-config
i386|main|cvsps|cvsps
i386|main|ocfs2-tools|debugfs.ocfs2,fsck.ocfs2,mkfs.ocfs2,tunefs.ocfs2,o2image,o2cb_ctl,ocfs2_hb_ctl,mounted.ocfs2,mount.ocfs2
i386|universe|snort-pgsql|snort
i386|main|devhelp|devhelp
i386|universe|gpe-expenses|gpe-expenses
all|universe|localization-config|update-locale-config
i386|universe|isdnutils-xtools|xmonisdn,xisdnload
all|universe|sauce|sauce-setsyspolicy,sauceadmin,sauce-bwlist,sauce9-convert,sauce-setuserpolicy,sauce-run,sauce
all|universe|ocamlwc|ocamlwc
i386|universe|xviewg-dev|xview_msgfmt,xview_xgettext
i386|universe|shapetools|shape,lastrelease,sfind
i386|universe|source-highlight|source-highlight,check-regexp,source-highlight-settings
i386|universe|ndoutils-common|log2ndo,sockdebug,file2sock
all|universe|commit-patch|commit-partial,commit-patch
i386|universe|gfm|gfm
i386|universe|rds-tools|rds-info,rds-gen,rds-stress,rds-ping,rds-sink
i386|universe|cherokee-admin|cherokee-tweak,cherokee-admin
i386|main|mouseemu|mouseemu
i386|universe|lcalc|lcalc
i386|universe|libghc-hsx-dev|trhsx
i386|universe|pythontracer|pytracefile
all|universe|libtap-parser-sourcehandler-pgtap-perl|pg_tapgen,pg_prove
i386|universe|gnome-applets|invest-chart,cpufreq-selector
